,Company,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price
847,HP,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.28,inf
848,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.54,inf
849,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,128,0,Intel HD Graphics,No OS,1.86,inf
850,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.1,inf
851,Dell,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,AMD Radeon,Linux,2.83,inf
852,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce GTX,Windows 10,1.96,inf
853,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.3,inf
854,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.9,inf
855,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Intel HD Graphics,Windows 10,2.0,inf
856,HP,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.8,8,0,256,0,Intel HD Graphics,Windows 10,1.28,inf
857,Dell,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.3,8,1000,0,0,Intel HD Graphics,Windows 10,1.62,inf
858,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,No OS,2.2,inf
859,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.3,inf
860,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,AMD Radeon,Windows 10,1.84,inf
861,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,Intel HD Graphics,Windows 10,1.05,inf
862,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,No OS,2.5,inf
863,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,2.5,16,0,512,0,Intel Iris,Windows 10,1.29,inf
864,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.07,inf
865,Toshiba,Ultrabook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.2,inf
866,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.37,inf
867,Acer,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.56,inf
868,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia Quadro,Windows 10,2.23,inf
869,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.38,inf
870,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,No OS,2.2,inf
871,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,2.0,inf
872,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,4,0,180,0,Intel HD Graphics,Windows 10,1.44,inf
873,Samsung,Ultrabook,15.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,256,0,Nvidia GeForce MX,Windows 10,1.23,inf
874,Dell,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Intel HD Graphics,Windows 10,1.6,inf
875,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Intel HD Graphics,Linux,2.0,inf
876,Xiaomi,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,0,256,0,Nvidia GeForce MX,Windows 10,1.28,inf
877,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,128,0,Nvidia GeForce MX,Windows 10,2.18,inf
878,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,2.04,inf
879,HP,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.28,inf
880,HP,2 in 1 Convertible,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.3,inf
881,Asus,Notebook,14.1,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.65,inf
882,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.5,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,inf
883,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.2,inf
884,HP,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.28,inf
885,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Linux,2.18,inf
886,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,12,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,inf
887,Acer,Netbook,11.6,1366x768,1366,768,1,0,0,1,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.25,inf
888,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,AMD A-Series,2.2,4,500,0,0,AMD Radeon,Windows 10,2.8,inf
889,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,Intel HD Graphics,Windows 10,1.95,inf
890,HP,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,2.7,16,0,256,0,Intel HD Graphics,Windows 10,1.42,inf
891,Samsung,Ultrabook,15.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.17,inf
892,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.32,inf
893,MSI,Gaming,17.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.6,16,2000,512,0,Nvidia GeForce GTX,Windows 10,2.43,inf
894,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.05,inf
895,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Linux,2.62,inf
896,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.04,inf
897,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.18,inf
898,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,500,0,0,Intel HD Graphics,Windows 10,1.9,inf
899,Dell,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,1.3,8,0,512,0,Intel HD Graphics,Windows 10,1.24,inf
900,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,32,0,512,0,Nvidia GeForce GTX,Windows 10,3.58,inf
901,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,1.3,16,0,256,0,Intel HD Graphics,Windows 10,1.22,inf
902,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,0,256,Intel HD Graphics,Windows 10,1.13,inf
903,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.95,inf
904,LG,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.08,inf
905,HP,Netbook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.26,inf
906,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Celeron Dual,1.5,4,0,0,16,Intel HD Graphics,Chrome OS,2.2,inf
907,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.6,inf
908,LG,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,0.98,inf
909,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.8,8,0,256,0,Intel HD Graphics,Windows 10,1.6,inf
910,HP,Ultrabook,12.5,3840x2160,3840,2160,0,0,1,0,1,Intel Core M,1.2,8,0,240,0,Intel HD Graphics,Windows 10,1.09,inf
911,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,6,0,256,0,Nvidia GeForce MX,Windows 10,2.2,inf
912,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,2.04,inf
913,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,2.4,inf
914,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,Intel HD Graphics,Windows 10,1.44,inf
915,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.49,inf
916,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.7,inf
917,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.6,inf
918,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,inf
919,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,AMD Radeon,Windows 10,2.18,inf
920,HP,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,AMD Radeon,Windows 10,1.84,inf
921,HP,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.39,inf
922,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,0,256,0,Nvidia GeForce M,Windows 10,2.4,inf
923,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.37,inf
924,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.95,inf
925,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.36,inf
926,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,2.31,inf
927,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Intel HD Graphics,Windows 10,2.18,inf
928,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.95,inf
929,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Intel HD Graphics,Windows 10,2.2,inf
930,HP,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.26,inf
931,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,1000,0,0,Intel HD Graphics,No OS,1.86,inf
932,Lenovo,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,1,1,Intel Core i7,2.2,16,0,1000,0,Intel Iris,Windows 10,1.3,inf
933,Toshiba,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.47,inf
934,HP,Netbook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.26,inf
935,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,Windows 10,2.18,inf
936,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,inf
937,Dell,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.36,inf
938,Dell,Gaming,17.3,2560x1440,2560,1440,0,1,0,0,0,Intel Core i7,2.7,16,1000,512,0,Nvidia GeForce GTX,Windows 10,4.36,inf
939,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.75,inf
940,Asus,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Pentium Quad,1.6,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.8,inf
941,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.23,inf
942,Toshiba,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,2.2,inf
943,Lenovo,2 in 1 Convertible,11.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core M,1.2,8,0,256,0,Intel HD Graphics,Windows 10,1.1,inf
944,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,AMD Processor,2.1,16,1000,512,0,AMD Radeon,Windows 10,2.5,inf
945,Dell,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.36,inf
946,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,No OS,2.2,inf
947,Dell,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.36,inf
948,Acer,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.68,inf
949,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,8,0,Nvidia Quadro,Windows 10,2.0,inf
950,Dell,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Intel HD Graphics,Windows 10,1.36,inf
951,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.2,inf
952,Asus,2 in 1 Convertible,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core M,1.2,8,0,0,64,Intel HD Graphics,Chrome OS,1.2,inf
953,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.7,inf
954,Dell,Gaming,17.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,16,1000,512,0,Nvidia GeForce GTX,Windows 10,4.36,inf
955,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,1.2,8,0,256,0,Intel HD Graphics,Windows 10,1.24,inf
956,HP,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Pentium Quad,1.1,4,0,256,0,Intel HD Graphics,Windows 10,1.45,inf
957,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.3,inf
958,Acer,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,1,1,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.25,inf
959,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.2,inf
960,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.36,inf
961,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,12,1000,128,0,Nvidia GeForce GTX,Windows 10,2.4,inf
962,Toshiba,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.1,inf
963,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.04,inf
964,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Linux,2.25,inf
965,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.9,inf
966,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,2.04,inf
967,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,32,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,inf
968,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,6,0,256,0,Nvidia GeForce MX,Windows 10,2.4,inf
969,Dell,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,1.3,16,0,512,0,Intel HD Graphics,Windows 10,1.22,inf
970,Dell,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,0,1,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.5,inf
971,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,32,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,inf
972,Toshiba,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.95,inf
973,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.73,inf
974,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.7,8,1000,128,0,Nvidia GeForce MX,Windows 10,2.04,inf
975,Asus,2 in 1 Convertible,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.7,16,2000,512,0,Nvidia GeForce GTX,Windows 10,2.3,inf
976,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.7,6,1000,0,0,Intel HD Graphics,Windows 10,2.04,inf
977,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.99,inf
978,Dell,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,12,0,512,0,Intel HD Graphics,Windows 10,2.19,inf
979,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 7,1.2,inf
980,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.6,6,0,256,0,AMD Radeon,Windows 10,2.2,inf
981,Fujitsu,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,256,0,Intel HD Graphics,Windows 10,2.3,inf
982,Toshiba,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.75,inf
983,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,AMD Radeon,Windows 10,2.25,inf
984,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.04,inf
985,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,inf
986,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,AMD Radeon,Windows 10,2.36,inf
987,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.6,inf
988,HP,Netbook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core M,1.2,8,0,512,0,Intel HD Graphics,Windows 10,0.97,inf
989,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,128,0,AMD Radeon,Windows 10,2.1,inf
990,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,128,0,Intel HD Graphics,No OS,1.9,inf
991,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,2.3,inf
992,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.68,inf
993,Asus,Notebook,13.3,3200x1800,3200,1800,0,0,1,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.4,inf
994,HP,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.11,inf
995,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.4,inf
996,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.5,inf
997,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.48,inf
998,Acer,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,inf
999,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.34,inf
1000,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,2.18,inf
1001,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.64,inf
1002,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.2,inf
1003,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.4,4,0,256,0,Intel HD Graphics,Windows 10,1.48,inf
1004,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.95,inf
1005,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 7,1.43,inf
1006,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,1.64,inf
1007,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,1.64,inf
1008,HP,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.26,inf
1009,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.48,inf
1010,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.54,inf
1011,HP,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,1.49,inf
1012,Toshiba,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.5,inf
1013,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,0,256,0,Intel HD Graphics,Windows 10,2.04,inf
1014,Lenovo,Notebook,17.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.7,16,0,512,0,Nvidia Quadro,Windows 7,2.4,inf
1015,Toshiba,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.47,inf
